Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-roactemra-tocilizumab-200-mg-10ml-concentrate-solution-infusion-roche-germany,(Approval lapsed) RoActemra tocilizumab 200 mg/ 10mL concentrate for solution for infusion (Roche Germany),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 January 2023,Expired,ACTEMRA tocilizumab (rch) 200 mg/10 mL injection concentrated vial - AUST R 149404,"Rheumatoid Arthritis: Tocilizumab is indicated for the treatment of moderate to severe active rheumatoid arthritis (RA) in adult patients in combination with methotrexate (MTX) or other non-biological disease modifying anti-rheumatic drugs (DMARDs) in case of either an inadequate response or intolerance to previous therapy with one or more DMARDs. Tocilizumab is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients with poor prognostic factors in combination with MTX in those not previously treated with MTX. In the two groups of patients above, tocilizumab can be given as monotherapy in case of intolerance to MTX or where continued treatment with MTX is inappropriate. Tocilizumab has been shown to inhibit the progression of joint damage in adults, as measured by X-ray, when given in combination with methotrexate. Polyarticular Juvenile Idiopathic Arthritis: Tocilizumab is indicated for the treatment of moderate to severe active polyarticular juvenile idiopathic arthritis in patients 2 years of age and older who have had an inadequate response to or intolerance to methotrexate (MTX). It can be given alone or in combination with MTX. Systemic Juvenile Idiopathic Arthritis: Tocilizumab is indicated for the treatment of active systemic juvenile idiopathic arthritis in patients 2 years of age and older. Cytokine Release Syndrome (CRS): Tocilizumab is indicated for the treatment of chimeric antigen receptor (CAR) T cell-induced severe or life-threatening cytokine release syndrome (CRS) in adults and paediatric patients 2 years of age and older."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-roactemra-tocilizumab-400-mg-20ml-concentrate-solution-infusion-roche-germany,(Approval lapsed) RoActemra tocilizumab 400 mg/ 20mL concentrate for solution for infusion (Roche Germany),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 January 2023,Expired,ACTEMRA tocilizumab (rch) 400 mg/20 mL injection concentrated vial - AUST R 149402,"Rheumatoid Arthritis: Tocilizumab is indicated for the treatment of moderate to severe active rheumatoid arthritis (RA) in adult patients in combination with methotrexate (MTX) or other non-biological disease modifying anti-rheumatic drugs (DMARDs) in case of either an inadequate response or intolerance to previous therapy with one or more DMARDs. Tocilizumab is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients with poor prognostic factors in combination with MTX in those not previously treated with MTX. In the two groups of patients above, tocilizumab can be given as monotherapy in case of intolerance to MTX or where continued treatment with MTX is inappropriate. Tocilizumab has been shown to inhibit the progression of joint damage in adults, as measured by X-ray, when given in combination with methotrexate. Polyarticular Juvenile Idiopathic Arthritis: Tocilizumab is indicated for the treatment of moderate to severe active polyarticular juvenile idiopathic arthritis in patients 2 years of age and older who have had an inadequate response to or intolerance to methotrexate (MTX). It can be given alone or in combination with MTX. Systemic Juvenile Idiopathic Arthritis: Tocilizumab is indicated for the treatment of active systemic juvenile idiopathic arthritis in patients 2 years of age and older. Cytokine Release Syndrome (CRS): Tocilizumab is indicated for the treatment of chimeric antigen receptor (CAR) T cell-induced severe or life-threatening cytokine release syndrome (CRS) in adults and paediatric patients 2 years of age and older."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-roactemra-tocilizumab-80mg4ml-concentrate-solution-infusion-roche-germany-0,(Approval lapsed) RoActemra tocilizumab 80mg/4mL concentrate for solution for infusion (Roche Germany),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 January 2023,Expired,ACTEMRA tocilizumab (rch) 80 mg/4 mL injection concentrated vial - AUST R 149403,"Rheumatoid Arthritis: Tocilizumab is indicated for the treatment of moderate to severe active rheumatoid arthritis (RA) in adult patients in combination with methotrexate (MTX) or other non-biological disease modifying anti-rheumatic drugs (DMARDs) in case of either an inadequate response or intolerance to previous therapy with one or more DMARDs. Tocilizumab is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients with poor prognostic factors in combination with MTX in those not previously treated with MTX. In the two groups of patients above, tocilizumab can be given as monotherapy in case of intolerance to MTX or where continued treatment with MTX is inappropriate. Tocilizumab has been shown to inhibit the progression of joint damage in adults, as measured by X-ray, when given in combination with methotrexate. Polyarticular Juvenile Idiopathic Arthritis: Tocilizumab is indicated for the treatment of moderate to severe active polyarticular juvenile idiopathic arthritis in patients 2 years of age and older who have had an inadequate response to or intolerance to methotrexate (MTX). It can be given alone or in combination with MTX. Systemic Juvenile Idiopathic Arthritis: Tocilizumab is indicated for the treatment of active systemic juvenile idiopathic arthritis in patients 2 years of age and older. Cytokine Release Syndrome (CRS): Tocilizumab is indicated for the treatment of chimeric antigen receptor (CAR) T cell-induced severe or life-threatening cytokine release syndrome (CRS) in adults and paediatric patients 2 years of age and older."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-sultiam-neuraxpharm-200-mg-film-coated-tablets-neuraxpharm,(Approval lapsed) Sultiam neuraxpharm 200 mg film-coated tablets (neuraxpharm),Medsurge Healthcare Pty Ltd ABN: 92 124 728 892,1300 788 261,31 July 2022,Expired,OSPOLOT sulthiame 200 mg tablet bottle AUST R: 18848,Indicated as an anticonvulsant for behavioural disorders associated with epilepsy; hyperkinetic behaviour; temporal lobe epilepsy; myoclonic seizures; grand mal attacks; Jacksonian seizures.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-doxepin-hydrochloride-usp-10mg-capsules-fpp,"(Approval lapsed) Doxepin hydrochloride, USP 10mg capsules (FPP)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2022,Expired,DEPTRAN 10 doxepin 10mg (as hydrochloride) capsule blister pack AUST R 308999,For the treatment of major depression.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-orencia-125-mg-solution-injection-pre-filled-pen-germany-0,(Approval lapsed) ORENCIA 125 mg solution for injection in pre-filled pen (Germany),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 July 2022,Expired,ORENCIA abatacept (rch) 125 mg single dose ClickJect prefilled autoinjector AUST R 236039,"ORENCIA in combination with methotrexate is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have had an insufficient response or intolerance to other disease modifying antirheumatic drugs (DMARDs), such as methotrexate or tumour necrosis factor (TNF) blocking agents. A reduction in the progression of joint damage and improvement in physical function have been demonstrated during combination treatment with ORENCIA and methotrexate. ORENCIA in combination with methotrexate is also indicated in the treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate. ORENCIA is indicated for reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis who have had an inadequate response to one or more diseasemodifying antirheumatic drugs (DMARDs). ORENCIA may be used as monotherapy or concomitantly with methotrexate (MTX). (There is no clinical trial data for the use of ORENCIA subcutaneous formulation in children, therefore its use in children cannot be recommended.) ORENCIA is indicated for the treatment of active psoriatic arthritis (PsA) in adults when the response to previous diseasemodifying antirheumatic drug (DMARD) therapy has been inadequate. ORENCIA can be used with or without nonbiologic DMARDs. ORENCIA should not be administered concurrently with other biological DMARDs (e.g. TNF inhibitors,rituximab, or anakinra)."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-xylocaine-2-epinephrine-1200000-lidocaine-hydrochloride-and-epinephrine-injection-usp-20ml-single-use-vial-aspen-canada,"(Approval lapsed) XYLOCAINE 2% with EPINEPHRINE 1:200,000 - lidocaine hydrochloride and epinephrine injection USP 20mL single use vial (Aspen Canada)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,30 September 2023,Expired,"Xylocaine 2.0% with adrenaline (epinephrine) 1:200,000 20mL injection vial - ARTG -12021","Indicated for the production of local or regional anaesthesia by the following techniques: infiltration, intravenous regional anaesthesia - excluding solutions with adrenaline (epinephrine) acid tartrate, peripheral nerve block such as intercostal block, major plexus block such as brachial plexus block, epidural block, subarachnoid block."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-panzytrat-25000-pancreatin-capsule-vial-allergan,"(Approval lapsed) Panzytrat 25,000 Pancreatin capsule vial (Allergan)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,15 February 2023,Expired,PANZYTRAT 25000 Pancrelipase capsule bottle - AUST R 55941,"For pancreatic enzyme replacement in patients aged 18 months or more suffering with conditions associated with pancreatic exocrine insufficiency such as cystic fibrosis, chronic pancreatitis, post pancreatectomy, post-gastrointestinal bypass surgery (e.g. Billroth II gastroenterostomy) and ductal obstruction."
https://www.tga.gov.au/resources/section-19a-approvals/hydromorphone-hydrochloride-5mg5ml-1mgml-oral-solution-usp-rhodes-usa,"HYDROmorphone Hydrochloride 5mg/5mL (1mg/mL) Oral Solution, USP (Rhodes, USA)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2026,Current,N/A (Field Not Found/Timeout),"Hydromorphone hydrochloride preparations are indicated for the short-term management of severe pain for which other treatment options have failed, are contraindicated, not tolerated or otherwise inappropriate to provide sufficient management of pain."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mianserin-10mg-film-coated-tablets-mylan,(Approval lapsed) Mianserin 10mg film coated tablets (Mylan),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 March 2022,Expired,LUMIN 10 Mianserin Hydrochloride 10mg tablet - ARTG 55272,Mianserin tablets are indicated for symptoms of depressive illness
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-charcodote-activated-charcoal-50g250ml-oral-suspension-bottle-teva-uk,(Approval lapsed) CHARCODOTE activated charcoal 50g/250mL oral suspension bottle (Teva UK),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2022,Expired,CARBOSORB X activated charcoal 50 g/250 mL suspension bottle - AUST R 106470,For the treatment of poisoning and drug overdosage by oral ingestion.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-17022022-nitrofurantoin-100mg-capsules-morningside-healthcare,(Approval lapsed [17/02/2022]) Nitrofurantoin 100mg Capsules (Morningside Healthcare),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,17 February 2022,Lapsed,APO-NITROFURANTOIN nitrofurantoin capsule 100 mg capsule bottle pack - ARTG 299385,Treatment of urinary tract infections such as cystitis and pyelitis when due to susceptible pathogens. Nitrofurantoin does not reach effective levels in plasma and consequently is not indicated for cortical or perinephric abscesses and in cases of prostatitis.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-atenolol-oral-solution-25mg5ml-cresent,(Approval lapsed) Atenolol Oral Solution 25mg/5mL (Cresent),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2022,Expired,Atenolol-AFT atenolol 50 mg/10 mL oral solution bottle- ARTG 184745,"All grades of hypertension, including hypertension of renal origin. Frequent disabling angina without evidence of cardiac failure. Cardiac arrhythmias (acute treatment of supraventricular and ventricular arrhythmias including those associated with acute myocardial infarction). Myocardial infarction - Late intervention (beta-blocker class effect greater than 12 hours after onset of chest pain)."
